logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,Lane LineèÓïÒ,ëŒè€ÇÃLane Line ID,Lane Line Type,Lane Line Color,Lane Line Width,Reflective Markings,Pavement Striping Present
83089,0x1870e,False,255,2443545,2458538,15,5,4295828445.0,1,2,1,0,0
83089,0x1870e,False,255,2443545,2458538,15,5,8590795741.0,2,1,1,0,0
83089,0x1870e,False,255,2443545,2458538,15,5,12885763037.0,2,1,1,0,0
83089,0x1870e,False,255,2443545,2458538,15,5,17180730333.0,2,1,1,0,0
83089,0x1870e,False,255,2443545,2458538,15,5,21475697629.0,1,1,1,0,0
85101,0x18728,False,362,1139280,1154273,15,5,4295828445.0,1,2,1,0,0
85101,0x18728,False,362,1139280,1154273,15,5,8590795741.0,2,1,1,0,0
85101,0x18728,False,362,1139280,1154273,15,5,12885763037.0,2,1,1,0,0
85101,0x18728,False,362,1139280,1154273,15,5,17180730333.0,2,1,1,0,0
85101,0x18728,False,362,1139280,1154273,15,5,21475697629.0,1,1,1,0,0
134259,0x187a0,False,255,2458538,2463216,15,5,4295828484.0,1,2,1,0,0
134259,0x187a0,False,255,2458538,2463216,15,5,8590795780.0,2,1,1,0,0
134259,0x187a0,False,255,2458538,2463216,15,5,12885763076.0,2,1,1,0,0
134259,0x187a0,False,255,2458538,2463216,15,5,17180730372.0,2,1,1,0,0
134259,0x187a0,False,255,2458538,2463216,15,5,21475697668.0,0,5,0,0,0
136294,0x187be,False,362,1154273,1158951,15,5,4295828484.0,1,2,1,0,0
136294,0x187be,False,362,1154273,1158951,15,5,8590795780.0,2,1,1,0,0
136294,0x187be,False,362,1154273,1158951,15,5,12885763076.0,2,1,1,0,0
136294,0x187be,False,362,1154273,1158951,15,5,17180730372.0,2,1,1,0,0
136294,0x187be,False,362,1154273,1158951,15,5,21475697668.0,0,5,0,0,0
155453,0x187dc,False,255,2463216,2474835,31,7,4295828258.0,1,2,1,0,0
155453,0x187dc,False,255,2463216,2474835,31,7,8590795554.0,2,1,1,0,0
155453,0x187dc,False,255,2463216,2474835,31,7,12885762850.0,2,1,1,0,0
155453,0x187dc,False,255,2463216,2474835,31,7,17180730146.0,2,1,1,0,0
155453,0x187dc,False,255,2463216,2474835,31,7,25770664738.0,0,5,0,0,0
155453,0x187dc,False,255,2463216,2474835,31,7,21475697442.0,0,5,0,0,0
155453,0x187dc,False,255,2463216,2474835,31,7,30065632034.0,1,1,1,0,2
155594,0x187e7,False,386,0,4394,1,2,4298148226.0,2,1,1,0,0
155594,0x187e7,False,386,0,4394,1,2,8593115522.0,1,1,1,0,2
155680,0x187f1,False,386,4394,10882,1,2,4298148224.0,1,1,2,0,0
155680,0x187f1,False,386,4394,10882,1,2,8593115520.0,1,1,1,0,2
155920,0x187fb,False,386,10882,19872,1,2,4298148220.0,1,2,1,0,0
155920,0x187fb,False,386,10882,19872,1,2,8593115516.0,1,1,1,0,2
156133,0x18805,False,386,19872,31048,1,2,4298148242.0,1,2,1,0,0
156133,0x18805,False,386,19872,31048,1,2,8593115538.0,1,1,1,0,2
156141,0x1880f,False,386,31048,31747,1,2,4297342781.0,1,2,1,0,0
156141,0x1880f,False,386,31048,31747,1,2,8592310077.0,1,1,1,0,0
156151,0x18819,False,386,31747,32148,1,2,4297342780.0,0,5,0,0,0
156151,0x18819,False,386,31747,32148,1,2,8592310076.0,0,5,0,0,0
156274,0x18823,False,386,32148,33744,1,2,4297342779.0,1,1,2,0,0
156274,0x18823,False,386,32148,33744,1,2,8592310075.0,1,1,1,0,0
158109,0x18853,False,362,1158951,1170570,31,7,4295828258.0,1,2,1,0,0
158109,0x18853,False,362,1158951,1170570,31,7,8590795554.0,2,1,1,0,0
158109,0x18853,False,362,1158951,1170570,31,7,12885762850.0,2,1,1,0,0
158109,0x18853,False,362,1158951,1170570,31,7,17180730146.0,2,1,1,0,0
158109,0x18853,False,362,1158951,1170570,31,7,25770664738.0,0,5,0,0,0
158109,0x18853,False,362,1158951,1170570,31,7,21475697442.0,0,5,0,0,0
158109,0x18853,False,362,1158951,1170570,31,7,30065632034.0,1,1,1,0,2
158125,0x1885e,False,387,0,4394,1,2,4298148226.0,2,1,1,0,0
158125,0x1885e,False,387,0,4394,1,2,8593115522.0,1,1,1,0,2
158240,0x18868,False,387,4394,10882,1,2,4298148224.0,1,1,2,0,0
158240,0x18868,False,387,4394,10882,1,2,8593115520.0,1,1,1,0,2
158333,0x18872,False,387,10882,19872,1,2,4298148220.0,1,2,1,0,0
158333,0x18872,False,387,10882,19872,1,2,8593115516.0,1,1,1,0,2
158466,0x1887c,False,387,19872,31048,1,2,4298148242.0,1,2,1,0,0
158466,0x1887c,False,387,19872,31048,1,2,8593115538.0,1,1,1,0,2
158493,0x18886,False,387,31048,31747,1,2,4297342781.0,1,2,1,0,0
158493,0x18886,False,387,31048,31747,1,2,8592310077.0,1,1,1,0,0
158503,0x18890,False,387,31747,32148,1,2,4297342780.0,0,5,0,0,0
158503,0x18890,False,387,31747,32148,1,2,8592310076.0,0,5,0,0,0
158588,0x1889a,False,387,32148,33744,1,2,4297342779.0,1,1,2,0,0
158588,0x1889a,False,387,32148,33744,1,2,8592310075.0,1,1,1,0,0
185634,0x188e6,False,255,2474835,2480037,31,7,4295828297.0,1,2,1,0,0
185634,0x188e6,False,255,2474835,2480037,31,7,8590795593.0,2,1,1,0,0
185634,0x188e6,False,255,2474835,2480037,31,7,12885762889.0,2,1,1,0,0
185634,0x188e6,False,255,2474835,2480037,31,7,17180730185.0,2,1,1,0,0
185634,0x188e6,False,255,2474835,2480037,31,7,25770664777.0,0,5,0,0,0
185634,0x188e6,False,255,2474835,2480037,31,7,21475697481.0,0,5,0,0,0
185634,0x188e6,False,255,2474835,2480037,31,7,30065632073.0,1,1,1,0,0
197982,0x18926,False,362,1170570,1175772,31,7,4295828297.0,1,2,1,0,0
197982,0x18926,False,362,1170570,1175772,31,7,8590795593.0,2,1,1,0,0
197982,0x18926,False,362,1170570,1175772,31,7,12885762889.0,2,1,1,0,0
197982,0x18926,False,362,1170570,1175772,31,7,17180730185.0,2,1,1,0,0
197982,0x18926,False,362,1170570,1175772,31,7,25770664777.0,0,5,0,0,0
197982,0x18926,False,362,1170570,1175772,31,7,21475697481.0,0,5,0,0,0
197982,0x18926,False,362,1170570,1175772,31,7,30065632073.0,1,1,1,0,0
206434,0x18932,False,255,2480037,2483439,15,5,4295828290.0,1,2,1,0,0
206434,0x18932,False,255,2480037,2483439,15,5,8590795586.0,2,1,1,0,0
206434,0x18932,False,255,2480037,2483439,15,5,12885762882.0,2,1,1,0,0
206434,0x18932,False,255,2480037,2483439,15,5,17180730178.0,2,1,1,0,0
206434,0x18932,False,255,2480037,2483439,15,5,21475697474.0,1,1,1,0,0
208162,0x1894c,False,362,1175772,1179174,15,5,4295828290.0,1,2,1,0,0
208162,0x1894c,False,362,1175772,1179174,15,5,8590795586.0,2,1,1,0,0
208162,0x1894c,False,362,1175772,1179174,15,5,12885762882.0,2,1,1,0,0
208162,0x1894c,False,362,1175772,1179174,15,5,17180730178.0,2,1,1,0,0
208162,0x1894c,False,362,1175772,1179174,15,5,21475697474.0,1,1,1,0,0
216412,0x18958,False,255,2483439,2488552,15,5,4295828325.0,1,2,1,0,0
216412,0x18958,False,255,2483439,2488552,15,5,8590795621.0,2,1,1,0,0
216412,0x18958,False,255,2483439,2488552,15,5,12885762917.0,2,1,1,0,0
216412,0x18958,False,255,2483439,2488552,15,5,17180730213.0,2,1,1,0,0
216412,0x18958,False,255,2483439,2488552,15,5,21475697509.0,1,1,2,0,0
218552,0x18972,False,362,1179174,1184287,15,5,4295828325.0,1,2,1,0,0
218552,0x18972,False,362,1179174,1184287,15,5,8590795621.0,2,1,1,0,0
218552,0x18972,False,362,1179174,1184287,15,5,12885762917.0,2,1,1,0,0
218552,0x18972,False,362,1179174,1184287,15,5,17180730213.0,2,1,1,0,0
218552,0x18972,False,362,1179174,1184287,15,5,21475697509.0,1,1,2,0,0
236882,0x18990,False,255,2488552,2494876,15,5,4295828372.0,1,2,1,0,0
236882,0x18990,False,255,2488552,2494876,15,5,8590795668.0,2,1,1,0,0
236882,0x18990,False,255,2488552,2494876,15,5,12885762964.0,2,1,1,0,0
236882,0x18990,False,255,2488552,2494876,15,5,17180730260.0,2,1,1,0,0
236882,0x18990,False,255,2488552,2494876,15,5,21475697556.0,0,5,0,0,0
238964,0x189aa,False,362,1184287,1190611,15,5,4295828372.0,1,2,1,0,0
238964,0x189aa,False,362,1184287,1190611,15,5,8590795668.0,2,1,1,0,0
238964,0x189aa,False,362,1184287,1190611,15,5,12885762964.0,2,1,1,0,0
238964,0x189aa,False,362,1184287,1190611,15,5,17180730260.0,2,1,1,0,0
238964,0x189aa,False,362,1184287,1190611,15,5,21475697556.0,0,5,0,0,0
267818,0x189de,False,255,2494876,2510996,31,7,4295828250.0,1,2,1,0,0
267818,0x189de,False,255,2494876,2510996,31,7,8590795546.0,2,1,1,0,0
267818,0x189de,False,255,2494876,2510996,31,7,12885762842.0,2,1,1,0,0
267818,0x189de,False,255,2494876,2510996,31,7,17180730138.0,2,1,1,0,0
267818,0x189de,False,255,2494876,2510996,31,7,25770664730.0,0,5,0,0,0
267818,0x189de,False,255,2494876,2510996,31,7,21475697434.0,0,5,0,0,0
267818,0x189de,False,255,2494876,2510996,31,7,30065632026.0,1,1,1,0,0
267823,0x189e8,False,388,0,6318,1,2,4298163548.0,2,1,1,0,0
267823,0x189e8,False,388,0,6318,1,2,8593130844.0,1,1,1,0,2
267913,0x189f2,False,388,6318,10931,1,2,4298163543.0,1,1,2,0,0
267913,0x189f2,False,388,6318,10931,1,2,8593130839.0,1,1,1,0,2
267918,0x189fc,False,388,10931,19652,1,2,4298163539.0,1,2,1,0,0
267918,0x189fc,False,388,10931,19652,1,2,8593130835.0,1,1,1,0,2
268169,0x18a06,False,388,19652,33250,1,2,4298163550.0,1,2,1,0,0
268169,0x18a06,False,388,19652,33250,1,2,8593130846.0,1,1,1,0,2
268264,0x18a10,False,388,33250,33548,1,2,4297346976.0,1,2,1,0,0
268264,0x18a10,False,388,33250,33548,1,2,8592314272.0,1,1,1,0,0
268266,0x18a1a,False,388,33548,33748,1,2,4297346975.0,1,2,1,0,0
268266,0x18a1a,False,388,33548,33748,1,2,8592314271.0,0,5,0,0,0
268273,0x18a24,False,388,33748,33948,1,2,4297346974.0,0,5,0,0,0
268273,0x18a24,False,388,33748,33948,1,2,8592314270.0,0,5,0,0,0
268374,0x18a2e,False,388,33948,35346,1,2,4297346973.0,1,1,2,0,0
268374,0x18a2e,False,388,33948,35346,1,2,8592314269.0,0,5,0,0,0
269866,0x18a48,False,362,1190611,1206731,31,7,4295828250.0,1,2,1,0,0
269866,0x18a48,False,362,1190611,1206731,31,7,8590795546.0,2,1,1,0,0
269866,0x18a48,False,362,1190611,1206731,31,7,12885762842.0,2,1,1,0,0
269866,0x18a48,False,362,1190611,1206731,31,7,17180730138.0,2,1,1,0,0
269866,0x18a48,False,362,1190611,1206731,31,7,25770664730.0,0,5,0,0,0
269866,0x18a48,False,362,1190611,1206731,31,7,21475697434.0,0,5,0,0,0
269866,0x18a48,False,362,1190611,1206731,31,7,30065632026.0,1,1,1,0,0
269986,0x18a52,False,389,0,6318,1,2,4298163548.0,2,1,1,0,0
269986,0x18a52,False,389,0,6318,1,2,8593130844.0,1,1,1,0,2
270006,0x18a5c,False,389,6318,10931,1,2,4298163543.0,1,1,2,0,0
270006,0x18a5c,False,389,6318,10931,1,2,8593130839.0,1,1,1,0,2
270074,0x18a66,False,389,10931,19652,1,2,4298163539.0,1,2,1,0,0
270074,0x18a66,False,389,10931,19652,1,2,8593130835.0,1,1,1,0,2
270353,0x18a70,False,389,19652,33250,1,2,4298163550.0,1,2,1,0,0
270353,0x18a70,False,389,19652,33250,1,2,8593130846.0,1,1,1,0,2
270355,0x18a7a,False,389,33250,33548,1,2,4297346976.0,1,2,1,0,0
270355,0x18a7a,False,389,33250,33548,1,2,8592314272.0,1,1,1,0,0
270456,0x18a84,False,389,33548,33748,1,2,4297346975.0,1,2,1,0,0
270456,0x18a84,False,389,33548,33748,1,2,8592314271.0,0,5,0,0,0
270463,0x18a8e,False,389,33748,33948,1,2,4297346974.0,0,5,0,0,0
270463,0x18a8e,False,389,33748,33948,1,2,8592314270.0,0,5,0,0,0
270471,0x18a98,False,389,33948,35346,1,2,4297346973.0,1,1,2,0,0
270471,0x18a98,False,389,33948,35346,1,2,8592314269.0,0,5,0,0,0
339898,0x18b7a,False,255,2510996,2541058,15,5,4295828311.0,1,2,1,0,0
339898,0x18b7a,False,255,2510996,2541058,15,5,8590795607.0,2,1,1,0,0
339898,0x18b7a,False,255,2510996,2541058,15,5,12885762903.0,2,1,1,0,0
339898,0x18b7a,False,255,2510996,2541058,15,5,17180730199.0,2,1,1,0,0
339898,0x18b7a,False,255,2510996,2541058,15,5,21475697495.0,1,1,1,0,0
341939,0x18b95,False,362,1206731,1236793,15,5,4295828311.0,1,2,1,0,0
341939,0x18b95,False,362,1206731,1236793,15,5,8590795607.0,2,1,1,0,0
341939,0x18b95,False,362,1206731,1236793,15,5,12885762903.0,2,1,1,0,0
341939,0x18b95,False,362,1206731,1236793,15,5,17180730199.0,2,1,1,0,0
341939,0x18b95,False,362,1206731,1236793,15,5,21475697495.0,1,1,1,0,0
483475,0x18d74,False,255,2541058,2571060,15,5,4295828355.0,1,2,1,0,0
483475,0x18d74,False,255,2541058,2571060,15,5,8590795651.0,2,1,1,0,0
483475,0x18d74,False,255,2541058,2571060,15,5,12885762947.0,2,1,1,0,0
483475,0x18d74,False,255,2541058,2571060,15,5,17180730243.0,2,1,1,0,0
483475,0x18d74,False,255,2541058,2571060,15,5,21475697539.0,1,1,1,0,0
485510,0x18d8e,False,362,1236793,1266795,15,5,4295828355.0,1,2,1,0,0
485510,0x18d8e,False,362,1236793,1266795,15,5,8590795651.0,2,1,1,0,0
485510,0x18d8e,False,362,1236793,1266795,15,5,12885762947.0,2,1,1,0,0
485510,0x18d8e,False,362,1236793,1266795,15,5,17180730243.0,2,1,1,0,0
485510,0x18d8e,False,362,1236793,1266795,15,5,21475697539.0,1,1,1,0,0
596156,0x18fe7,False,255,2571060,2601044,15,5,4295828394.0,1,2,1,0,0
596156,0x18fe7,False,255,2571060,2601044,15,5,8590795690.0,2,1,1,0,0
596156,0x18fe7,False,255,2571060,2601044,15,5,12885762986.0,2,1,1,0,0
596156,0x18fe7,False,255,2571060,2601044,15,5,17180730282.0,2,1,1,0,0
596156,0x18fe7,False,255,2571060,2601044,15,5,21475697578.0,1,1,1,0,0
598197,0x19003,False,362,1266795,1296779,15,5,4295828394.0,1,2,1,0,0
598197,0x19003,False,362,1266795,1296779,15,5,8590795690.0,2,1,1,0,0
598197,0x19003,False,362,1266795,1296779,15,5,12885762986.0,2,1,1,0,0
598197,0x19003,False,362,1266795,1296779,15,5,17180730282.0,2,1,1,0,0
598197,0x19003,False,362,1266795,1296779,15,5,21475697578.0,1,1,1,0,0
